Weather:,518,Location:,Shannon Airport Area,,,,,
,,,,,,,,
Voltage,10,10,10,10,10,10,10,10
,,,,,,,,
Measurand,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS,AMPS
Feeder ID,RC14,RC16,RC20,RC22,RC11,RC15,RC17,RC19
Load:,Residential,Ind/Comm,Residential,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm,Ind/Comm
Period,Reading,Reading,Reading,Reading,Reading,Reading,Reading,Reading
22/05/2016 22:30,71.3,22.2,40.2,68.9,41.6,70.2,51.8,56.8
22/05/2016 23:00,64.3,20.9,40.2,64.3,41.6,58.4,53.6,58.7
22/05/2016 23:30,58.1,20.9,39.9,63.7,41.1,50.8,54.1,65.9
23/05/2016 00:00,53.2,25,39,63.7,37.3,47.6,54.6,56
23/05/2016 00:30,51,25,37,63.7,37.1,43.8,53.6,54.8
23/05/2016 01:00,48.1,25,36.3,63.7,34.7,39.1,53.7,54.2
23/05/2016 01:30,43.4,25,36.1,63.9,32,37.2,53.7,54.7
23/05/2016 02:00,43.2,25,37.5,63,32,37.3,54.1,58.9
23/05/2016 02:30,41.6,25,37.7,63,32,35.4,54.7,59.4
23/05/2016 03:00,38.3,25,37.5,63,32,35.2,54.4,53.8
23/05/2016 03:30,38.3,25,37.5,60.4,32,32.3,53,53.9
23/05/2016 04:00,38.3,25,37.4,62.5,32,32.3,53.5,54.5
23/05/2016 04:30,38.3,25,37.9,63,32,35.4,52.3,54.5
23/05/2016 05:00,42.8,25,37.5,67.9,29,29.2,51.6,56.8
23/05/2016 05:30,43.4,25,39.4,65.5,26.7,28.1,53,70.1
23/05/2016 06:00,47.4,26.2,41.9,67.7,31.3,32.1,54.7,66.8
23/05/2016 06:30,54.2,26.2,45.3,66.7,35,36.5,81.3,67.8
23/05/2016 07:00,65.2,38.8,51.8,69.1,35.9,47.9,96.7,76.6
23/05/2016 07:30,70.2,41.5,66.7,69.3,35.4,49.7,101.8,86.8
23/05/2016 08:00,72.1,54.5,84.2,69,39.7,56.3,105.2,108.6
23/05/2016 08:30,73.3,59.6,95.9,70.9,42.3,55.6,112,100.2
23/05/2016 09:00,71.6,60.7,100.5,74.7,50.8,55.2,110.7,109.8
23/05/2016 09:30,73.8,60.4,101.9,76.5,52.1,56.1,107.9,107.4
23/05/2016 10:00,71.2,61.4,98,81.3,56.1,58,110.5,113.7
23/05/2016 10:30,72.2,62.8,100.6,83.7,57.6,58.1,113.4,114.6
23/05/2016 11:00,59.8,66.4,103.9,81.8,58.1,62.6,115.3,109.6
23/05/2016 11:30,57.7,66.4,104,72.5,57.7,62.2,114.8,107
23/05/2016 12:00,70.3,64.7,98.2,70.6,56.4,61.9,113.7,108.6
23/05/2016 12:30,73.6,60.9,97.1,71.2,56.2,60.8,112.5,119.2
23/05/2016 13:00,71.7,61.5,93.7,66.2,55.4,63.1,118.4,112.9
23/05/2016 13:30,70.3,60.9,92.5,64.6,55.6,60.2,119.3,108.2
23/05/2016 14:00,70.8,60.8,93.9,65.8,56.7,58.1,120,102.6
23/05/2016 14:30,72.1,61.1,98.3,63.1,56.6,55.7,125.9,114.3
23/05/2016 15:00,69.9,59.7,95.3,63.4,57.3,64.3,124.5,104.9
23/05/2016 15:30,69.1,58.7,95.8,65.3,57.8,57.6,123.8,103.8
23/05/2016 16:00,71.9,57.4,91,73,58.9,65,124.7,104.4
23/05/2016 16:30,78,46.8,82,74.1,54.9,73.8,118.7,112
23/05/2016 17:00,85.1,36.1,76.1,69,56.2,82.4,114.9,93.9
23/05/2016 17:30,85.8,33.2,79.7,65.8,54.3,82.8,112.6,93.9
23/05/2016 18:00,87.9,28.7,72.2,65.8,48,79.8,108.2,102.5
23/05/2016 18:30,88.5,25.2,67.9,65.5,47.2,75.6,108.9,110.1
23/05/2016 19:00,88.7,21.8,64.4,58.8,44.9,74.8,107.5,98.9
23/05/2016 19:30,82.7,21.8,65.5,56.8,44.9,74.6,108.3,78.2
23/05/2016 20:00,82.7,21.8,65.5,56.8,44.9,74.6,108.3,78.2
23/05/2016 20:30,81.4,21.6,62.2,61.5,40.4,71.8,104.5,79.9
23/05/2016 21:00,78.5,21.4,59.9,60,42.1,72.1,103.3,75.5
23/05/2016 21:30,80.4,24.6,60.3,61.5,40.3,75.1,103.4,74.4
23/05/2016 22:00,79.1,26.6,60,61.5,43.8,77,103.5,71.2
23/05/2016 22:30,74.1,26.6,58,62.9,43.5,71.5,101,81.7
23/05/2016 23:00,64.6,26.6,56,63.1,41,62,97.4,83.6
23/05/2016 23:30,58.7,26.3,54.7,59.3,36,54.3,100.4,69.3
24/05/2016 00:00,54.1,26.9,51.3,58.8,36,50.8,97.4,67.6
24/05/2016 00:30,49.3,26.9,51.2,61,34.3,43.1,92,67
24/05/2016 01:00,49,27.2,47.5,59.2,30.5,37.9,93.2,67.8
24/05/2016 01:30,44.3,27.7,46.9,57.6,30.5,38.7,97.8,75.5
24/05/2016 02:00,40.9,27.6,45.2,57.6,30.5,36.6,93,62.5
24/05/2016 02:30,38.9,25.9,46.1,57.6,30.5,33.2,93.4,68
24/05/2016 03:00,38.9,25.9,45.2,57.6,30.5,31.2,94,67.9
24/05/2016 03:30,38.9,25.9,44.5,57.6,30.5,31.2,91.7,78.5
24/05/2016 04:00,38.9,25.9,44.9,62.5,30.5,34.5,92.6,60.8
24/05/2016 04:30,38.9,25.9,45.6,63.2,30.5,32.2,91.1,67
24/05/2016 05:00,42.4,25.9,46.9,67.7,29.6,29.2,91.1,62.4
24/05/2016 05:30,41.8,25.9,51.2,66.1,27.8,26.8,92.7,75.1
24/05/2016 06:00,47.8,29.9,49.8,71,30.7,32.2,91.3,80.6
24/05/2016 06:30,55.2,28.1,55.5,69.4,31.3,37.5,96.1,81.5
24/05/2016 07:00,67.2,37,57.6,70.9,35.3,54.2,109.3,90.5
24/05/2016 07:30,73.9,46,66.8,71.3,36.5,56.2,110.7,104.4
24/05/2016 08:00,79.6,56.1,86.1,72.1,38.2,63.9,115.4,131.4
24/05/2016 08:30,77.6,65,97.6,71.8,42.2,61.5,119.1,128.9
24/05/2016 09:00,76.8,68.2,101,71.1,48.1,56.4,121.5,116.7
24/05/2016 09:30,79.2,65.5,99.2,73.1,51.7,53.8,129.5,127.3
24/05/2016 10:00,80,64.2,94.8,73,53,57.1,128.4,137.4
24/05/2016 10:30,78.1,64.3,97.2,75.5,54.5,55.5,131.5,138.4
24/05/2016 11:00,72.4,64.1,100.3,76.6,57.1,55.2,128,121.8
24/05/2016 11:30,72.6,66.4,100.9,71.9,55.4,56.4,128.9,125.1
24/05/2016 12:00,75.1,61.8,100.2,72.4,56.9,57.3,126.7,127.5
24/05/2016 12:30,73,61.2,98.6,68.6,56.9,58.9,128.4,136.9
24/05/2016 13:00,72.8,63.4,90.3,68.2,56.9,56.9,132.2,127
24/05/2016 13:30,71.8,64.7,90.2,66.8,56.5,57,130.6,119.7
24/05/2016 14:00,71.7,63.1,99.8,67.2,56.1,59.8,127.7,136.3
24/05/2016 14:30,72,62.3,102.5,65.4,56.6,57.1,128.7,133.7
24/05/2016 15:00,71.3,59.7,103.3,64,57.1,57.9,134.9,135.3
24/05/2016 15:30,72.6,57.2,100.9,64.4,57.2,56.1,137.8,138.8
24/05/2016 16:00,72.4,48.4,98.4,65.2,56.4,65.3,136.6,144.4
24/05/2016 16:30,77.4,40.8,88.6,64.7,56.9,68.1,134.3,142.3
24/05/2016 17:00,84,33.7,83.7,68.4,54.7,75,132.9,133.5
24/05/2016 17:30,84.4,33.5,84.8,64.3,54.7,82,128.4,124.3
24/05/2016 18:00,88.2,31.1,81.2,59.4,50.5,81.7,128.7,121
24/05/2016 18:30,85,26.4,80.7,56.1,47.2,79,127.4,116.9
24/05/2016 19:00,81.4,26.4,76.7,59.7,44.5,75.7,121.3,110.2
24/05/2016 19:30,79.1,26.4,74.8,58.6,42.5,68.1,116.8,86.1
24/05/2016 20:00,79.1,26.4,74.8,58.6,42.5,68.1,116.8,86.1
24/05/2016 20:30,81.6,24.7,69.7,56.4,39.4,70,117.1,88.9
24/05/2016 21:00,81.2,24.3,69.6,60.6,39.4,69.4,115,91.2
24/05/2016 21:30,80.5,26.8,66.9,59.7,39.5,73.6,110.9,89.8
24/05/2016 22:00,79.5,27.4,69.5,59.7,40.2,77.5,106.6,83.5
24/05/2016 22:30,72.7,27.4,67,61.1,39.7,69.3,101.9,75.6
24/05/2016 23:00,63.3,27.4,63.7,60.3,36.1,60.9,99.7,75.6
24/05/2016 23:30,57.6,26.8,65.3,59.7,34.4,53,99.1,83.2
25/05/2016 00:00,53.7,26.6,59.7,59.6,34.1,44.6,98.6,86.1
25/05/2016 00:30,48.9,27,57,59.9,34.1,43.5,98.7,72.5
25/05/2016 01:00,48.1,27.7,52.7,55.5,31.9,38.4,99.3,70.4
25/05/2016 01:30,43,28.4,51.4,55.5,33.7,38.7,99.1,71.2
25/05/2016 02:00,43,28.6,52.1,55.5,31.8,35.5,96.4,74.7
25/05/2016 02:30,41.3,28.6,51.6,55.5,28.3,33.4,98.8,83.3
25/05/2016 03:00,38.2,28.4,49.6,57.1,28.7,32.9,99.1,73.1
25/05/2016 03:30,38.2,28.8,49.5,60.4,28.5,30.5,99.1,71.4
25/05/2016 04:00,38.2,28.8,49.4,60.4,28.5,34.2,98.2,74.6
25/05/2016 04:30,38.2,28.8,51.1,63.9,28.5,31.2,100.3,84.3
25/05/2016 05:00,39.4,24.7,53,68.1,29.7,31.2,100.7,80.5
25/05/2016 05:30,40.1,24.2,56.1,64.3,29.4,27.1,101.5,72.3
25/05/2016 06:00,46.9,27.8,55,64,30.7,30.4,98.5,85.4
25/05/2016 06:30,54.5,28.1,59.2,65.8,34.9,43.1,100,101.3
25/05/2016 07:00,69.2,35.4,64.7,70.2,34.9,49.5,114.2,105
25/05/2016 07:30,73.1,45.3,74.6,71.1,35.1,54.8,113.7,104.5
25/05/2016 08:00,76.1,56.1,93.3,68.9,36.6,63.3,117.2,120.1
25/05/2016 08:30,74,65.5,100.5,69.5,41.8,57.3,123.3,127
25/05/2016 09:00,76.1,67.4,103.1,72.9,48.9,55.5,119.2,141.1
25/05/2016 09:30,76.7,65.6,101.3,77.9,51.6,56.1,124.9,134.7
25/05/2016 10:00,76.8,66.9,99.8,82.4,52.5,54.6,132.6,126.7
25/05/2016 10:30,76.4,66.2,101,80.5,53.9,56.9,131.2,132.6
25/05/2016 11:00,71.8,65.6,102.6,78.6,56.2,54.6,134.2,142.2
25/05/2016 11:30,71.3,65.3,103.9,69.9,55.6,53.1,135.3,135.5
25/05/2016 12:00,72,63.4,103.1,69.6,55.6,56,133.9,124.3
25/05/2016 12:30,73.4,62.9,102.6,69.4,55.4,61.2,136.6,120
25/05/2016 13:00,70.1,62.6,94.9,70.5,56.2,60,136.2,125.8
25/05/2016 13:30,71.8,61.7,96,66.3,53.5,55,131.2,128.9
25/05/2016 14:00,70.8,61.4,96.7,66,56.1,58.3,132.3,120
25/05/2016 14:30,67.7,61.3,96.3,66,56.8,54.1,136.6,119.7
25/05/2016 15:00,70.3,59.6,93.6,65.6,56.8,53.3,135,123
25/05/2016 15:30,68.3,58.4,95.8,64.8,56.7,56.5,134,121.6
25/05/2016 16:00,72.1,54.5,91.6,63,54.9,62.2,134.2,121.9
25/05/2016 16:30,76,44.3,87,66.8,56.9,64.6,132.3,123.8
25/05/2016 17:00,82.7,34.9,83.2,68.3,53.9,72.6,130.7,115.8
25/05/2016 17:30,84.9,31.2,84.2,65.9,52.3,80.8,131.1,106.2
25/05/2016 18:00,84.8,28.1,80.6,59.4,48.2,82.7,129,101
25/05/2016 18:30,83.8,23.6,76.8,58.3,45.2,71.7,129.5,108.6
25/05/2016 19:00,83.1,23.5,76.6,55.9,43.6,70.3,126,98.5
25/05/2016 19:30,81.1,23.5,75,57.6,42.2,72.7,120.9,80.1
25/05/2016 20:00,81.1,23.5,75,57.6,42.2,72.7,120.9,80.1
25/05/2016 20:30,81.2,23.5,71.6,58.4,41.1,68.2,110,80
25/05/2016 21:00,80.1,23.5,69.2,58.2,41.2,71.3,106.2,82.5
25/05/2016 21:30,80.9,23.5,66.3,57.2,40.4,72.5,104.2,74.4
25/05/2016 22:00,81,25.2,67.5,59.4,41.4,76.3,105,77.9
25/05/2016 22:30,78.4,24.4,65.6,60,39.7,65.6,102.1,75
25/05/2016 23:00,67.5,25.7,64.5,60,37.3,60.5,100.7,85
25/05/2016 23:30,61.6,26.1,60.9,60,36.6,53.6,100,81.4
26/05/2016 00:00,55.1,25.4,61.1,60,36.3,47.9,102.1,72.9
26/05/2016 00:30,51,26.3,56.1,60,33.5,40.4,104.4,71.5
26/05/2016 01:00,49.5,26.6,52.4,60,32.4,39.1,107.8,70.1
26/05/2016 01:30,47.2,24.9,51.9,60,30.9,34.7,110.6,71
26/05/2016 02:00,42.8,25.3,51.1,59.4,30.9,36.2,108,79.9
26/05/2016 02:30,38.5,24.7,49.9,57.1,30.9,32.8,109.1,70.1
26/05/2016 03:00,38.5,24.2,49.9,55.5,30.9,32.8,107.4,67.8
26/05/2016 03:30,38.5,24.9,47.9,58,30.9,32.8,107.7,71.6
26/05/2016 04:00,38.5,25.7,50.7,60.4,30.9,32.8,108.2,79.8
26/05/2016 04:30,41.8,25.9,52.1,63.1,30.9,32.8,107.3,71.1
26/05/2016 05:00,43.7,26,51.8,65.5,30.6,31.5,107.6,66.5
26/05/2016 05:30,40,28.1,53,65.5,30,27.6,106.7,69.4
26/05/2016 06:00,46.4,30,50.7,68.3,29.7,32.9,106.4,90.6
26/05/2016 06:30,48.6,30.5,59.4,68,34.1,38.6,107.3,96
26/05/2016 07:00,63.3,35.7,63.7,70.7,36,52.3,119.1,88.8
26/05/2016 07:30,73.5,44.5,71.3,70.5,36.1,53.8,117.1,100.3
26/05/2016 08:00,75.7,56.2,86.8,73.6,39.3,59.4,115.5,121
26/05/2016 08:30,74.3,61.8,94.5,74.4,40.8,54,115,129.6
26/05/2016 09:00,73.5,62.8,97.4,77.5,49.9,56.9,114.3,124
26/05/2016 09:30,75.1,63.5,98.2,75.3,52.3,52.3,114.6,124.4
26/05/2016 10:00,72.7,60.4,95.8,80.4,52.7,53.9,115.9,126.9
26/05/2016 10:30,71.5,62.3,99.6,82.9,56.1,53.6,116.6,136.2
26/05/2016 11:00,70.7,63.1,104.2,79.2,58.4,53.5,119.7,132.6
26/05/2016 11:30,68.5,64,104.7,73.6,57.2,54.7,117.2,121.8
26/05/2016 12:00,67.9,64.5,102.9,70.9,57.4,57.3,117.1,125.7
26/05/2016 12:30,67.3,64.6,104.2,72.9,55.7,58.1,115.3,133.8
26/05/2016 13:00,69,62.9,98.2,71.3,56.2,55.6,117.9,125
26/05/2016 13:30,70.8,65,100.5,70.3,57,54.9,118,123.9
26/05/2016 14:00,70.7,67,100.4,70.3,55.7,55.8,120.8,118.7
26/05/2016 14:30,68.8,63.7,101.5,69.7,55.6,55.4,121,116.4
26/05/2016 15:00,69.9,62.6,99.9,67.8,57.1,56.8,119.3,128.1
26/05/2016 15:30,70.6,59.3,101.7,66.7,55.9,60.4,117.1,122.8
26/05/2016 16:00,75.2,57.5,98.7,66.7,57.2,62.1,115.9,114.1
26/05/2016 16:30,0,0,0,0,0,0,116.3,0
26/05/2016 17:00,88.3,37.8,84.4,64.3,55.1,75.2,114.9,115.4
26/05/2016 17:30,88.8,34.1,82.6,63.8,52.6,83.5,112.9,115.3
26/05/2016 18:00,87.7,29.8,76.7,63.7,53.6,83.1,107,99.8
26/05/2016 18:30,86.6,27.8,73.4,59.3,52,79.8,104.5,97.7
26/05/2016 19:00,86.4,27.8,68.2,63.3,51.1,75.3,93.8,97.1
26/05/2016 19:30,87,24,68.3,60.1,47.7,76.4,93.9,92.5
26/05/2016 20:00,87,24,68.3,60.1,47.7,76.4,93.9,92.5
26/05/2016 20:30,84.9,23.5,66.7,60.1,42.7,67.9,96.3,76.7
26/05/2016 21:00,84.7,23.7,62.5,60.1,40.8,67.6,94.8,80.6
26/05/2016 21:30,84.3,24.8,63.2,63.9,41.1,73,95.5,89.7
26/05/2016 22:00,82.7,28.6,62.6,65.9,43.7,74.4,91.5,78.6
26/05/2016 22:30,73.7,28.6,62.4,64.1,40.6,68.1,88.8,76.8
26/05/2016 23:00,67.4,28.4,60.1,62.6,40.4,62.8,86.9,78.2
26/05/2016 23:30,61,23.3,57.9,57.5,38.4,53,85.8,87.7
27/05/2016 00:00,55.6,23.2,58.2,58.8,35.3,48.5,86.3,76.7
27/05/2016 00:30,53.6,25,54,59.2,35.3,42.3,90.4,72.7
27/05/2016 01:00,47.5,23.8,52,57.9,35.3,39.4,92.9,70.3
27/05/2016 01:30,44.9,23.8,51,57.9,30.8,36.9,89.4,81
27/05/2016 02:00,42.6,24.1,51.5,57.9,30.5,34.3,88.6,73.8
27/05/2016 02:30,42.6,25.1,51.6,59.2,30.5,36.9,84.5,69.8
27/05/2016 03:00,41.3,23.8,50.2,59.9,30.5,33.8,85.3,70.2
27/05/2016 03:30,38.1,24,49.1,59.9,30.5,33.8,88.4,72.1
27/05/2016 04:00,43,24.8,49.6,59.9,30.5,33.8,90.6,79.1
27/05/2016 04:30,38.6,28.2,49.8,64.2,30.5,33.8,90.8,70.1
27/05/2016 05:00,44.2,25.2,51,68.9,30.5,32.7,86.5,68.2
27/05/2016 05:30,42.8,26.1,51.6,69.8,30.3,28.2,84.9,73.1
27/05/2016 06:00,46.5,29.3,56.9,71.4,31.1,30.4,90.3,93.4
27/05/2016 06:30,51.3,29.4,60.9,72.9,35,41.4,92.9,84
27/05/2016 07:00,64.6,34.8,64.1,73.6,36.1,48.9,98.8,92.8
27/05/2016 07:30,74.1,45.1,76.7,79.9,36,54.6,99.8,103
27/05/2016 08:00,75.5,57.1,90,84.5,40.2,59.1,103,127
27/05/2016 08:30,75.9,62.3,94.4,82.8,41.6,55.5,102,116
27/05/2016 09:00,78,65.9,101.1,81.7,48.5,57.1,101.8,120.1
27/05/2016 09:30,80.6,63.9,101.8,81.2,52.4,57.1,109.2,123.8
27/05/2016 10:00,78.6,64.3,100.1,81.7,55.8,53.2,108.5,134.3
27/05/2016 10:30,76.9,63.3,100.8,86.4,58,58.2,110.7,119.2
27/05/2016 11:00,73.7,64.3,104.8,87.1,59,54.4,110.6,121.1
27/05/2016 11:30,76.6,62.5,107.6,79.7,58.1,55.2,112.6,123.6
27/05/2016 12:00,75.8,63,103,76.7,59.3,55.5,107.2,132.4
27/05/2016 12:30,73.3,62.4,103.4,76,58,59.3,108.7,124.4
27/05/2016 13:00,75.6,62,97.7,75.3,58.1,57.7,105.8,125.9
27/05/2016 13:30,70.8,60.5,94.5,73.4,57.4,52,108.1,134
27/05/2016 14:00,70,60,97.2,74,60.7,48.5,120.1,110.8
27/05/2016 14:30,72.2,57.9,96.9,70,60.1,52.8,110.9,105.4
27/05/2016 15:00,70,55.3,92.4,67.9,58.6,47.9,102.4,105.8
27/05/2016 15:30,71,51.9,87.1,68.3,58.3,45.7,98.7,111.9
27/05/2016 16:00,70.3,48.7,84.9,67.8,58.7,59.9,97.4,109.6
27/05/2016 16:30,74.5,38.7,74.6,65.9,59.7,57.4,94.4,110.9
27/05/2016 17:00,80.8,28.2,71.8,65.8,57.3,61.9,88.2,97.5
27/05/2016 17:30,87.1,25.2,67.3,63.4,55.3,63.9,89.4,93.4
27/05/2016 18:00,86.6,24.1,64.8,63.2,52.8,69.7,86.2,87.9
27/05/2016 18:30,85.5,20.5,64.3,61.3,53.8,67.9,84.5,88.5
27/05/2016 19:00,83.4,19.2,61.2,60.1,52.5,62.4,79.8,74.8
27/05/2016 19:30,82.7,19.2,61.1,58.1,50.1,62,70.6,67.9
27/05/2016 20:00,82.7,19.2,61.1,58.1,50.1,62,70.6,67.9
27/05/2016 20:30,76.8,20.3,60.2,60.9,46.6,60.2,69.3,68.2
27/05/2016 21:00,75.4,20.6,58.4,62.2,44.2,63.5,68.4,56.5
27/05/2016 21:30,78.3,23.4,59.8,62.5,43.7,66.2,68.1,57.8
27/05/2016 22:00,77,24.8,59.4,67.9,45,67.8,66.3,59.6
27/05/2016 22:30,73.2,22.4,55.7,64.3,42.3,64.2,66.4,70.3
27/05/2016 23:00,69.9,23.1,55.3,62.4,40.2,61.8,65.8,58.1
27/05/2016 23:30,64.1,22.4,51.6,62.4,37.6,52.5,68.1,58
28/05/2016 00:00,57.8,22.4,51.4,62.4,37.9,50.1,69.2,53.8
28/05/2016 00:30,52,22.4,47.3,61.1,37.9,46.5,69.8,65.1
28/05/2016 01:00,51,22.8,45.8,62.9,37.9,41.4,69,53.6
28/05/2016 01:30,47.7,23.2,45,60.3,35,37.1,67.8,52.2
28/05/2016 02:00,45.7,23.6,45.8,62.4,34.3,37.1,67.9,52.7
28/05/2016 02:30,41.8,23.4,45.8,62.4,33.4,36.6,65.2,64.4
28/05/2016 03:00,43.6,23.4,45.2,62.4,32.7,32.3,65,56.1
28/05/2016 03:30,40.8,23.4,43,62.4,32.7,32.3,65.7,52.9
28/05/2016 04:00,40.8,23.4,43,62.4,32,32.3,65.4,51.3
28/05/2016 04:30,40.8,23.1,43.7,62.6,27.8,32.4,64.6,59.9
28/05/2016 05:00,44.4,22.6,45.2,67.1,27.8,28.7,66.6,56.6
28/05/2016 05:30,41.8,23.9,46,62.2,27.8,23.1,66.2,48.5
28/05/2016 06:00,45.8,25.9,45.9,67.7,31.4,26.2,67.6,50.7
28/05/2016 06:30,46.5,26.5,46.5,69.3,32.7,31.1,70.6,58.6
28/05/2016 07:00,50.3,27.9,50.2,73.9,32.7,29.3,75.2,61.6
28/05/2016 07:30,57.2,29.7,53.2,72.3,34.1,31.3,77.7,52.7
28/05/2016 08:00,67,35.6,57,72.3,37.7,43.2,78.9,52.6
28/05/2016 08:30,70.9,35.3,61,74,39.6,48.9,78.9,57.8
28/05/2016 09:00,74.4,35.5,62.4,76.3,47.5,49.9,80,71.7
28/05/2016 09:30,81.4,35.1,60.5,75.8,48.4,57.2,80.8,63.8
28/05/2016 10:00,83.1,34.4,63.1,77.1,51.7,58.5,78.4,62.1
28/05/2016 10:30,84.7,37.5,65.5,73.5,53.8,61.1,79.5,72.6
28/05/2016 11:00,83.1,37.7,64.9,76,54.7,69.8,78.8,75.8
28/05/2016 11:30,79.3,37.7,64.9,72.3,54.4,62.9,79.6,66.9
28/05/2016 12:00,80,37.7,64,65,55.4,70.6,77.3,66
28/05/2016 12:30,81.2,37.7,64.1,64.8,54.8,71.6,76.4,70.6
28/05/2016 13:00,79.9,34.8,62.8,64.8,55.1,69.7,76.8,72
28/05/2016 13:30,79.8,32.9,61.5,64.8,55.1,64.8,76.9,70.6
28/05/2016 14:00,81,32.8,59.3,64.8,55.5,59,74.7,73.3
28/05/2016 14:30,77.1,33.1,61.6,62.1,55.1,60.9,74.6,72.6
28/05/2016 15:00,78.4,32.7,57,61.3,53.1,56,75.7,64.4
28/05/2016 15:30,75.9,32.4,55.3,60.8,53.5,54.2,72.4,69.5
28/05/2016 16:00,75.2,26.9,54.5,60.8,55.2,55.5,71.1,69.9
28/05/2016 16:30,78.8,25.2,53.2,60.8,53.9,55.1,69,66.1
28/05/2016 17:00,84.4,21.3,51.9,63.7,54.1,64.1,67.8,63.3
28/05/2016 17:30,89.5,21.3,52.1,60.1,54.4,64.8,67.4,66.7
28/05/2016 18:00,89.3,21.3,50.1,60.1,48.8,62.5,66.2,63.3
28/05/2016 18:30,86.8,21.3,50.9,59,44.5,59.7,65.9,52.1
28/05/2016 19:00,88.7,21.3,50.5,55.2,44.6,55.4,64.9,49.5
28/05/2016 19:30,82.3,21.3,48.6,57.7,44.5,52.3,65.7,55.5
28/05/2016 20:00,82.3,21.3,48.6,57.7,44.5,52.3,65.7,55.5
28/05/2016 20:30,78.6,21.3,48.5,56,40.2,61.2,65.4,50.4
28/05/2016 21:00,73.5,21.3,48.9,58.9,39.5,56.2,63.4,50.4
28/05/2016 21:30,73.2,21.3,48.9,60,41.8,55.2,64.5,54.2
28/05/2016 22:00,79,21.3,51,61.5,41.8,62.8,63,62.9
28/05/2016 22:30,73.4,21.4,50.4,63.6,41.8,62,62.9,53.5
28/05/2016 23:00,68.1,21.5,49.9,63.6,41.8,55.9,64.1,53.5
28/05/2016 23:30,64.3,21.5,48.3,63.6,38.9,55.9,64.6,53.8
29/05/2016 00:00,61.5,24.2,45.8,59.1,36.8,48.8,65.4,62.4
29/05/2016 00:30,52.3,23.9,44.4,63,36.8,46.3,65.1,55.4
29/05/2016 01:00,48.1,25.8,44.4,63.3,36.8,41.4,63.8,53.4
29/05/2016 01:30,47.2,25.8,43.9,63.3,36.8,41.4,65.5,52.3
29/05/2016 02:00,42.6,25.8,41.3,61.2,36.8,37,65.7,61.1
29/05/2016 02:30,42.6,25.8,43.1,59.7,36.8,36.1,64.8,57.7
29/05/2016 03:00,42.6,25.8,41.4,63.9,34.3,34.2,62.7,52
29/05/2016 03:30,42.6,25.8,41.4,63.9,32,33.1,62.6,52.4
29/05/2016 04:00,42.6,25.8,41.7,61,32,31.4,62.6,57.9
29/05/2016 04:30,42.6,24.2,41.3,64.3,32,33.8,63.6,57
29/05/2016 05:00,42.6,21.6,39.4,64,26.9,25.5,62.4,49.7
29/05/2016 05:30,40.7,23,43.1,63.8,26.8,25.2,62.6,48.1
29/05/2016 06:00,41.4,25.3,43.2,65.9,26.8,27.1,63.2,52.9
29/05/2016 06:30,42.2,25.3,43.1,68.2,27.1,28.8,64.1,60.4
29/05/2016 07:00,46.8,27.7,43,70,27.1,30.3,67.5,48.1
29/05/2016 07:30,52,29.1,43,73.8,27.5,31.8,70.1,46.8
29/05/2016 08:00,62.9,35.4,43.5,75.7,31.8,44.4,68.7,51.3
29/05/2016 08:30,69.1,36.4,47,72.1,32.2,47.4,68.9,57.1
29/05/2016 09:00,76,36,48.7,70.1,37,51.5,69.3,49.6
29/05/2016 09:30,78.8,38.2,50.2,69.8,39.7,61.5,70.2,53.6
29/05/2016 10:00,82.2,35.1,53,71.4,43.1,64.5,69.7,58.7
29/05/2016 10:30,83,37.8,54.1,72.6,44.5,63.2,70.6,58.4
29/05/2016 11:00,81.8,38.8,54.2,78.1,44.3,69,72.9,51.7
29/05/2016 11:30,84.8,39.8,53.3,71.8,44.7,68.3,71.4,51.7
29/05/2016 12:00,80,36.3,52.2,66.2,47.6,68.3,69.4,58.7
29/05/2016 12:30,80.3,36.6,52.8,64.1,47.9,71.5,71.3,58
29/05/2016 13:00,78.2,36.5,51.7,62.4,50.1,66.3,70.7,53.4
29/05/2016 13:30,75,36.5,52.8,62.4,50,61,70.1,58.2
29/05/2016 14:00,72.6,36,53.8,62.9,49.7,61.6,68.8,56.2
29/05/2016 14:30,70.3,36.5,52.8,62.8,49.4,55.2,67.2,56.7
29/05/2016 15:00,69.8,31.6,49.9,62.8,49.5,58.6,67.6,53.5
29/05/2016 15:30,68.5,30.2,50.5,58.6,49.5,61.5,68.4,57.8
29/05/2016 16:00,67.1,27.7,49.9,61.2,50.6,55.6,67.3,53.7
29/05/2016 16:30,71.4,25.6,50.3,61.1,48.1,54.5,67.1,56
29/05/2016 17:00,76.2,22.9,49.8,63.1,49.7,58.5,65.4,55.8
29/05/2016 17:30,78.6,18.2,49.8,63.4,48.2,65.8,66.1,54.5
29/05/2016 18:00,86.2,17.7,50.1,62,44.4,65.1,68.9,51.7
29/05/2016 18:30,85.6,19,50.7,61.2,42.1,65.4,68.3,54.2
29/05/2016 19:00,80,20.3,50.8,60.6,41.7,66,68.1,61.9
29/05/2016 19:30,76.7,17.8,51.7,60.1,43.6,63.4,66.1,52.4
29/05/2016 20:00,76.7,17.8,51.7,60.1,43.6,63.4,66.1,52.4
